Run,Tau,T,A
35,0.22,3.8769779786602916,5.276362996097955
35,10.0,1.2033746864498165,0.053518513048058006
36,0.22,8.330588980793529,-3.306550601236764
36,10.0,2.347046237919401,0.027285373305078617
37,0.22,4.187359520894458,4.251505195012079
37,10.0,1.2807633025356562,0.05024944166908754
38,0.22,5.088488437066747,1.7465176785703473
38,10.0,1.5062510207901099,0.042657354143763655
39,0.22,3.358676061806494,-4.237828458799426
39,10.0,0.9387003268162215,0.06883384017481256
40,0.22,9.75994520464547,-0.6476166057689516
40,10.0,2.7859084269053853,0.022965651619142564
41,0.22,7.867550591732943,2.4573189627760943
41,10.0,2.2966465097971707,0.027887766553452868
42,0.22,6.255154394676515,-4.0818233970665405
42,10.0,1.7536264189441988,0.03659205392466167
43,0.22,8.443563056699064,2.450752113531114
43,10.0,2.4583614529633104,0.026042874177684396
44,0.22,6.449777956350408,9.097964740062515
44,10.0,1.9746680233557528,0.03246709362454791
45,0.22,2.9043541889920674,7.940316075127196
45,10.0,0.9488724604571233,0.06808503040738306
46,0.22,8.748992315243457,-4.818862215152874
46,10.0,2.441522782072464,0.026223519370989712
47,0.22,4.764300550233301,7.147771665087328
47,10.0,1.475261263287533,0.043561897009751605
48,0.22,7.82225897513006,1.4972996310729556
48,10.0,2.271460283404139,0.028198884203338236
49,0.22,6.2029495443317995,9.616073397244365
49,10.0,1.9100335241634445,0.033573785009884005
50,0.22,6.91595227376467,-2.531742961748129
50,10.0,1.9618532030104088,0.032680675045897264
51,0.22,8.482789561314876,7.643044378529025
51,10.0,2.5333011951732947,0.025268262639962794
52,0.22,6.729313277751235,-2.649935480892939
52,10.0,1.9078181101692027,0.03361304820201721
53,0.22,3.494243211998647,9.91328477463602
53,10.0,1.1368247358375536,0.05669003600333858
54,0.22,9.018099723031373,9.736225543560836
54,10.0,2.7085789670674343,0.0236246833591982
55,0.22,6.5499851055462734,-2.0188687820731093
55,10.0,1.8666087683120327,0.034360661455314134
56,0.22,8.221318716191497,-1.7468273530819434
56,10.0,2.3390527690872642,0.027379170017269836
57,0.22,8.127237327721637,-0.7633040802395481
57,10.0,2.326502696702614,0.027527747262296877
58,0.22,7.295951138465453,-3.836833958776361
58,10.0,2.0491214345227773,0.03127939281895126
59,0.22,5.906153621972583,4.678760760839143
59,10.0,1.771739225798177,0.03621501812438185
60,0.22,8.464094220735443,1.524945015214195
60,10.0,2.45200458268376,0.026110777059067763
61,0.22,6.000446064581302,-1.8962903770949016
61,10.0,1.7142516247804027,0.037439374758686146
62,0.22,8.737527898549391,2.9838695221330163
62,10.0,2.547816211799095,0.025123507051895567
63,0.22,7.042289173626296,5.893612063944024
63,10.0,2.106499962589292,0.030421754889103775
64,0.22,5.656725270218278,2.9121118910392347
64,10.0,1.6804900050623204,0.03819778360453047
65,0.22,6.115280293845332,6.293631443258775
65,10.0,1.8492511352134409,0.03468561146126242
66,0.22,3.5695520594082257,3.058339302285514
66,10.0,1.0925596986040609,0.059016252325762686
67,0.22,5.001910413501422,9.396975011517634
67,10.0,1.5656247444766256,0.04102521960787227
68,0.22,7.9561128566522274,-2.2488746311066516
68,10.0,2.257522045351099,0.028374074184596112
69,0.22,9.394406735738784,-4.503914129630691
69,10.0,2.627260727035107,0.024359781796241924
70,0.22,5.5998151233172475,3.0388919241827086
70,10.0,1.6659829552181484,0.03853319370219585
71,0.22,8.19891805569242,-1.783391864015456
71,10.0,2.332252454031244,0.027459466022346023
72,0.22,6.929618475210461,5.136528106497273
72,10.0,2.065819394512252,0.031024874238018953
73,0.22,3.2051037665955997,8.466890075544041
73,10.0,1.0406144890547342,0.06200183715220854
74,0.22,3.402057112193822,-1.6288057906738822
74,10.0,0.9888072541638038,0.06529635185116235
75,0.22,7.688638928550926,9.866170559810715
75,10.0,2.334119589106324,0.02743736941775041
76,0.22,9.175928874106146,4.496376278814635
76,10.0,2.6902564632825006,0.02378642084908346
77,0.22,8.498771817605665,-1.615621076775677
77,10.0,2.418698542539394,0.02647239764255852
78,0.22,7.0810340032500605,6.0985981812440055
78,10.0,2.119822002033733,0.030229306672105084
79,0.22,3.0194588577045365,2.837286221300131
79,10.0,0.9339318043734831,0.06919057641844453
80,0.22,4.677292819513441,-4.233894585205566
80,10.0,1.3087955384048113,0.04916168615892519
81,0.22,9.517558533142214,6.759477832690152
81,10.0,2.8143306265761296,0.022732570251094396
82,0.22,5.258434795262604,5.567383929322938
82,10.0,1.5986901441679895,0.04016930313165088
83,0.22,4.730023968656468,2.585455656104335
83,10.0,1.4153468956596242,0.04542415157604657
84,0.22,7.850289040326103,-2.9625076994749007
84,10.0,2.2174888990761765,0.0288895322554166
85,0.22,5.5787196562945685,6.9469890830860646
85,10.0,1.7045051075509219,0.03765520611928673
86,0.22,6.258066920590183,2.5183965209652204
86,10.0,1.8449552842829233,0.034766986311850816
87,0.22,6.682582412059389,1.9258089335532826
87,10.0,1.956870325361005,0.03276447339638747
88,0.22,7.799569457654584,-4.618455942473378
88,10.0,2.17842841824422,0.0294108448707767
89,0.22,2.563872907826678,2.5071186780125485
89,10.0,0.8006969335327246,0.08090569516814072
90,0.22,5.979222892917726,4.871596242591901
90,10.0,1.7946013099448108,0.03575007627610125
91,0.22,5.224268488966897,-4.892333038981193
91,10.0,1.451929332859987,0.04426865983377349
92,0.22,5.397522257202273,8.01018994271694
92,10.0,1.6643311364853663,0.038571750492050035
93,0.22,9.849482921691413,6.137371481601884
93,10.0,2.90012112099487,0.022056878168125398
94,0.22,10.118266138855253,1.1187482291066404
94,10.0,2.9107075508438394,0.021976270730417115
95,0.22,8.612861315630466,9.648379472843537
95,10.0,2.5931012946344083,0.024682399890976568
96,0.22,8.961726346750902,3.466346111402771
96,10.0,2.616991929870726,0.024455875190880227
97,0.22,8.397080645270313,3.113170139511425
97,10.0,2.453827262617433,0.0260912693085587
98,0.22,7.425406509786919,5.139937782436601
98,10.0,2.205585568573834,0.029046442027655633
99,0.22,5.475006308731112,1.3984409191283618
99,10.0,1.6106812785124682,0.0398676590264377
100,0.22,3.917021841387745,2.1736622711204987
100,10.0,1.1810025854617674,0.05454432883388355
101,0.22,3.0341978851993945,0.9797760766986778
101,10.0,0.9176787517885157,0.07043472643024193
102,0.22,6.907634193329484,8.12002368424226
102,10.0,2.0937795579697602,0.03060780929064041
103,0.22,4.067651079764566,6.353931616616302
103,10.0,1.268668515764226,0.05073377291586091
104,0.22,6.391499525126669,-4.34285115984839
104,10.0,1.7878679985457242,0.03588576433994323
105,0.22,8.998819775774594,-3.358569876203053
105,10.0,2.533571928778795,0.02526553913877806
106,0.22,6.528985842241672,0.09504913743798227
106,10.0,1.8898526285199353,0.033934944969235784
107,0.22,6.759231467636122,7.22684060397215
107,10.0,2.0418328376679673,0.03139182916148567
108,0.22,9.505674624299145,7.580404488302335
108,10.0,2.8208838165583927,0.022679509766467543
109,0.22,3.9043257948902985,8.361264042648967
109,10.0,1.2413290826313224,0.051863727475146365
110,0.22,7.443851344606205,5.5352325055613125
110,10.0,2.2155064162064817,0.02891553816449575
111,0.22,9.019730102419457,8.273309704497425
111,10.0,2.6921198557256734,0.023769869376151543
112,0.22,6.650809379768987,8.57019316266916
112,10.0,2.025991333273941,0.031638956533048275
113,0.22,7.944523570145913,-0.10374839127367252
113,10.0,2.2843408551276085,0.028038909956015066
114,0.22,9.561221860327612,8.167954422718534
114,10.0,2.843539114697666,0.0224979234622152
115,0.22,4.538110529431952,1.4016090188816612
115,10.0,1.3470337288948824,0.0477516672293297
116,0.22,6.230259968074163,5.781789155597911
116,10.0,1.8759595531783522,0.0341881162876455
117,0.22,5.438123058881677,7.717992047255523
117,10.0,1.6728130327173274,0.038374560341443785
118,0.22,5.344683825489982,-1.9423069694572437
118,10.0,1.5296924228714353,0.04199770623943397
119,0.22,4.253471616051007,2.9753004429730145
119,10.0,1.285290317529793,0.05007052240369387
120,0.22,5.467279312560878,6.363075882037414
120,10.0,1.6665793346098394,0.0385192824845819
121,0.22,4.732254096221845,7.726522289048793
121,10.0,1.4720292084284075,0.043658462818452023
122,0.22,10.12605044766199,8.059496815804302
122,10.0,3.001378373826508,0.021309306210745768
123,0.22,2.557322938964287,5.147921175580304
123,10.0,0.8240661029349228,0.07857227994728255
124,0.22,5.250227543788651,8.755357944841915
124,10.0,1.6300656426469757,0.03938950444784408
125,0.22,3.0091561314097364,9.890701209449912
125,10.0,0.9954501807029175,0.06485448298429711
126,0.22,5.677800561916182,5.203576245376091
126,10.0,1.7132601700428092,0.03746121300581198
127,0.22,9.138735455099663,-1.6247300848953201
127,10.0,2.5979683295009837,0.02463591281552148
128,0.22,3.1548689921417425,0.6322182492559003
128,10.0,0.9477261094224989,0.06816860417144138
129,0.22,5.546884486425771,9.745154525321544
129,10.0,1.7246136938161127,0.037212606594661586
130,0.22,5.113386503256651,0.6411219236488437
130,10.0,1.4993970124405722,0.04285415501750038
131,0.22,7.4424529974625155,-0.9576317235880394
131,10.0,2.131771589227197,0.030058753143285512
132,0.22,4.124302555707145,5.9594409209164265
132,10.0,1.2808237997688199,0.05024704249443411
133,0.22,6.279486233836867,-3.0743625158678034
133,10.0,1.7755133564009151,0.03613743392702305
134,0.22,3.792536762624137,0.580008717982424
134,10.0,1.1269478753851674,0.05719304866968153
135,0.22,5.826102106880935,3.8366544882745615
135,10.0,1.7392853319580759,0.036896188078780146
136,0.22,9.012067840003882,8.029676894461403
136,10.0,2.6870996368112374,0.023814504869997092
137,0.22,8.277893323875546,-1.0369044919946075
137,10.0,2.364932512566363,0.027077786586896534
138,0.22,9.81616934756724,8.897340971881817
138,10.0,2.924029073950389,0.021875673824535452
139,0.22,2.569915238455939,-1.153771151839011
139,10.0,0.7609570753002641,0.08520887491928887
140,0.22,6.1448493612337876,-2.755298887960386
140,10.0,1.7424320199927297,0.03682903178513526
141,0.22,9.257875615861554,0.4259009352002021
141,10.0,2.6599534845870645,0.02405882690073408
142,0.22,7.447124306825232,-1.155076429798136
142,10.0,2.130332613253018,0.03007919564836853
143,0.22,7.436356437452163,5.326468162187934
143,10.0,2.210904473995773,0.02897610446379423
144,0.22,7.741109966704995,6.816849697180421
144,10.0,2.314430175235717,0.02767219223980404
145,0.22,4.327854624502173,9.906839592673775
145,10.0,1.377362456473763,0.04668954404355391
146,0.22,3.25304281645566,-2.6079479461383324
146,10.0,0.9334374152723857,0.0692277647077763
147,0.22,6.289240238906043,3.231267478487874
147,10.0,1.8625049107195308,0.034436938139152065
148,0.22,9.615810824890549,5.990069423640389
148,10.0,2.8325651311855258,0.022585512787782386
149,0.22,7.417685502608768,-1.0878610638020882
149,10.0,2.1230147093516334,0.030183547665747504
150,0.22,7.641843957076691,7.458643497684619
150,10.0,2.2938482940343032,0.02792199670136928
151,0.22,9.728131742156279,4.719765329463936
151,10.0,2.8482947050186143,0.022460175287981478
152,0.22,4.429855055455648,-0.45792361866058595
152,10.0,1.293087442909021,0.049765358120819836
153,0.22,8.083500232300734,9.914571974988442
153,10.0,2.4464123604826336,0.026170805515901993
154,0.22,6.158513372380478,5.890882403229115
154,10.0,1.8569277244215239,0.03454115512755406
155,0.22,2.714210478317826,4.475415362277532
155,10.0,0.8630454980805952,0.07496590555264893
156,0.22,6.249768804058348,0.16659110807088506
156,10.0,1.812427937061633,0.03539575904312578
157,0.22,9.445018941649261,4.924133583226627
157,10.0,2.7712796594597062,0.023087486501106747
158,0.22,3.721174726781734,0.6255999023795669
158,10.0,1.1073955202500136,0.05821561761660664
159,0.22,4.4345092028885835,2.779694814157941
159,10.0,1.3342018971854335,0.048215731590181006
160,0.22,7.045048820876287,-3.192455434354913
160,10.0,1.9883879856127287,0.03224150549281832
161,0.22,5.712565461030861,4.236211526295552
161,10.0,1.7119512939861465,0.03749008734534914
162,0.22,4.253816494873899,0.5496070907898858
162,10.0,1.2564652725937038,0.05123199309690298
163,0.22,8.138668154748423,-1.24046858052838
163,10.0,2.3230419076939555,0.02756899315231126
164,0.22,7.6075980154811,-2.7072070096642866
164,10.0,2.153191997044179,0.029757781393450183
165,0.22,6.777298586265106,0.7826658386419201
165,10.0,1.9686761550095604,0.032566600142512475
166,0.22,7.856245840854134,-0.7920111918638915
166,10.0,2.2501115578520023,0.028468085811654845
167,0.22,9.876867130676054,9.198756162716215
167,10.0,2.9446887057565463,0.02172148498656452
168,0.22,4.155336232598229,1.2506477910737672
168,10.0,1.237347692872532,0.05203248573434129
169,0.22,5.686384950988117,2.8740019214747647
169,10.0,1.688384301947323,0.03801770988298166
170,0.22,7.575648322725147,2.6636206535704563
170,10.0,2.2172622861360636,0.02889249565884919
171,0.22,6.161213248727186,5.718674859702281
171,10.0,1.855731405112989,0.034563585129732864
172,0.22,5.62922765975422,2.977097650344983
172,10.0,1.673527072556325,0.03835804652098519
173,0.22,8.876931929655113,8.819051493219686
173,10.0,2.658184021898836,0.02407492350640935
174,0.22,7.703797705478651,5.619300046624298
174,10.0,2.289763421702614,0.027972109924714494
175,0.22,3.8751457522478745,5.651488371749018
175,10.0,1.2066769404343476,0.05337035241510676
176,0.22,9.767486808431189,0.14770944675152542
176,10.0,2.7990624176680567,0.022857199886568973
177,0.22,7.32407486922517,-2.9788250731341988
177,10.0,2.0697471177918088,0.03096559005602732
178,0.22,8.527686751753828,-0.25633194039576335
178,10.0,2.4458121002934874,0.026177268649229698
179,0.22,10.117059137546958,6.94157525663338
179,10.0,2.9852930145597947,0.02142465064295188
180,0.22,3.953516146753264,3.149603912779682
180,10.0,1.202383007733872,0.05356315440725729
181,0.22,3.8695739990036273,8.8008826805646
181,10.0,1.2353972056459337,0.052115574063941794
182,0.22,7.073067419073039,-1.9756954697395628
182,10.0,2.013882277933516,0.03183051668663745
183,0.22,5.1074760537205925,3.0593488887058236
183,10.0,1.5274200016855997,0.042060747161692225
184,0.22,9.003288966059273,7.410951657914534
184,10.0,2.677308895205672,0.02390205319801119
185,0.22,6.58995010869622,9.191178185617565
185,10.0,2.0154337886190126,0.031805853594696815
186,0.22,6.8234595335184185,-4.671889508344215
186,10.0,1.903921386970541,0.033682338537616326
187,0.22,9.44644434099281,1.6218661978010047
187,10.0,2.728988821584954,0.023447101769030535
188,0.22,3.752181569572997,4.4939305585772615
188,10.0,1.1597491299362852,0.055555949713671685
189,0.22,9.033302165661173,-1.1566263821524903
189,10.0,2.5750432741467475,0.024856425800750693
190,0.22,8.778822925244656,8.130801596232264
190,10.0,2.6225043192895594,0.024404202251835986
191,0.22,8.399139544681267,1.441651102052104
191,10.0,2.432670403216717,0.026319483098063052
192,0.22,3.2325445855606345,-1.8219150886922968
192,10.0,0.938578719683483,0.06884289185871192
193,0.22,7.570705429037197,2.1058903807424203
193,10.0,2.2087303896393378,0.029004806660244364
194,0.22,4.768270679704921,-3.8614401109763303
194,10.0,1.3400278859206811,0.04800392625752145
195,0.22,3.372707764061209,2.325022175700803
195,10.0,1.0286952520698587,0.06273001403766282
196,0.22,5.379393621709763,-4.2488488907809305
196,10.0,1.5054938485742895,0.042678999984927614
197,0.22,5.715407000842301,2.7068110196939585
197,10.0,1.6945282978739902,0.03787872972896737
198,0.22,7.179548400991678,3.2222616190794966
198,10.0,2.1129337929716203,0.030328501138600465
199,0.22,8.968350751404326,9.886476169831068
199,10.0,2.6962399536632136,0.023733361509699794
200,0.22,7.497060991684625,-3.6411786200053697
200,10.0,2.1084300721629554,0.03039371474275794
201,0.22,8.273207470255292,0.4988784678494369
201,10.0,2.3847274251197366,0.026851703616353216
202,0.22,7.5617142451842145,-4.64053012698245
202,10.0,2.111403006598905,0.030350638260891936
203,0.22,7.301170979939791,9.867279247741878
203,10.0,2.224373941079611,0.0287995435779613
204,0.22,6.534097838875482,7.163269114016314
204,10.0,1.9774483234954718,0.03242111564353944
205,0.22,6.1867830220293945,-3.014376045117659
205,10.0,1.7504047002200078,0.036659936910766536
206,0.22,9.293630227846098,6.030822008843781
206,10.0,2.742412212029483,0.023331748594016714
207,0.22,6.8509518057316185,0.1126531684455454
207,10.0,1.9804505839802526,0.03237161859767275
208,0.22,9.453943514234519,9.973143372594532
208,10.0,2.834361324430814,0.022571127788210056
209,0.22,8.574470397302187,-1.6046330296045133
209,10.0,2.4400756420709873,0.02623915161724906
210,0.22,4.822662823915514,1.1825552454044281
210,10.0,1.4244501289731704,0.04513101051446296
211,0.22,3.429477574762367,-0.7099585679668534
211,10.0,1.0085821760213265,0.06399833785201531
212,0.22,7.0942456863574765,2.2631969799544054
212,10.0,2.076868340059009,0.030858717171554924
213,0.22,4.1049317080609535,-1.7873018305330861
213,10.0,1.1840158863779289,0.0544038748935514
214,0.22,10.135774958487367,1.753747304115202
214,10.0,2.9241741286111003,0.021874586070868958
215,0.22,9.608841643467324,4.287801824502079
215,10.0,2.8092957496773674,0.02277352805147781
216,0.22,4.255472003649686,3.791427987303253
216,10.0,1.2950230132192262,0.04969016757704918
217,0.22,5.219281271473788,6.064642352499927
217,10.0,1.5930412977993604,0.0403129883838031
218,0.22,8.680372319086771,5.070165041057834
218,10.0,2.5580405698300446,0.02502253987184478
219,0.22,4.665766685277662,-0.5083538409245989
219,10.0,1.3587015812025285,0.04733738826906666
220,0.22,3.0496891799551964,1.5972279404541458
220,10.0,0.9290687367792256,0.06955820059174317
221,0.22,9.067689349260867,4.075198606286447
221,10.0,2.654516095915249,0.02410835765781386
222,0.22,7.581614700504611,5.411184941657536
222,10.0,2.2528469941450138,0.02843331709882997
223,0.22,6.393221980585793,-2.2366646604339824
223,10.0,1.8195481396235853,0.035256181537682355
224,0.22,7.691257985137604,6.679420675724547
224,10.0,2.2987613877728927,0.027861951109039114
225,0.22,6.051438061794686,4.743225855591298
225,10.0,1.8134950975303628,0.035374771145656625
226,0.22,3.89716885147302,5.032189836598048
226,10.0,1.2066055830356905,0.05337355118947164
227,0.22,5.158618530782714,0.8743598338189207
227,10.0,1.5150844185129384,0.042406363060845
228,0.22,8.975593500287657,8.170962758775547
228,10.0,2.6784730096965688,0.023891603842410167
229,0.22,9.843502801332885,7.369918137632565
229,10.0,2.9134974359846604,0.021955135540927616
230,0.22,5.864219186256166,9.65208288338919
230,10.0,1.814061139685559,0.03536364709862015
231,0.22,7.69880149934515,-3.212318883534187
231,10.0,2.1713503278615565,0.029507329920387432
232,0.22,4.913895694285933,3.0519600691581683
232,10.0,1.4727153395891592,0.043637919967646197
233,0.22,9.18046057805227,4.554434332921689
233,10.0,2.692260461432844,0.023768625653082777
234,0.22,6.986804268376979,2.1535109267681536
234,10.0,2.0452747028328737,0.03133862504126135
235,0.22,6.994845659032171,4.831951518222397
235,10.0,2.08058084577368,0.030803266490903734
236,0.22,3.974570319785521,-3.9687317362389516
236,10.0,1.1157428847683888,0.057774615863691765
237,0.22,5.074877714581671,8.349842451480463
237,10.0,1.5759893633064632,0.04075302555375178
238,0.22,8.249091977272892,3.814065049294568
238,10.0,2.4211086957050565,0.026445901949026768
239,0.22,4.399786951368188,-4.441324944167915
239,10.0,1.227706561520098,0.05244574924305787
240,0.22,4.794769320826284,-3.3609015706075107
240,10.0,1.3549835336267453,0.04746861753533852
241,0.22,4.029207585292957,1.8939670400626536
241,10.0,1.2094351933464222,0.05324722589800218
242,0.22,10.11577206242658,2.741091238610572
242,10.0,2.9316649743221936,0.021818438850643503
243,0.22,9.196960928028316,7.9884465387354435
243,10.0,2.738741233202937,0.023363180396366538
244,0.22,2.8495077229073376,-2.630158042983571
244,10.0,0.8198213206167246,0.07898606448664383
245,0.22,8.141480184223838,-4.181021165165789
245,10.0,2.280948309761638,0.0280808674487268
246,0.22,7.018203092722818,1.4106887993835269
246,10.0,2.0445383639863697,0.03135000400815143
247,0.22,9.499564830885019,0.9463465635323329
247,10.0,2.7348179932747954,0.023396877446465188
248,0.22,8.737247333915414,5.862788294387197
248,10.0,2.5837580078590383,0.02477215219085013
249,0.22,4.8718359678439604,-2.776240336438511
249,10.0,1.3851766310041123,0.04642350159664248
250,0.22,8.21336520082091,4.877096306951957
250,10.0,2.424257311847977,0.026411348911958288
251,0.22,5.195127525212124,3.5385427319752427
251,10.0,1.5577761631484621,0.04123376981682782
252,0.22,6.134218368662836,8.645105413060563
252,10.0,1.8802899733789025,0.03410880282234423
253,0.22,7.078752139375641,8.5542943479288
253,10.0,2.1470149914327297,0.02984395165157086
254,0.22,5.755864237873257,6.145962335282206
254,10.0,1.7459172024407863,0.03675491424615185
255,0.22,9.300370274651481,6.233847939761786
255,10.0,2.746792707133945,0.0232943636479678
256,0.22,6.403855674185547,8.09449081719934
256,10.0,1.9508388493445588,0.03286650262991318
257,0.22,4.750761578653935,-0.0831706453408545
257,10.0,1.3881452252316469,0.046323221030970946
258,0.22,3.9666406674280763,-2.1912269719914876
258,10.0,1.1395949917689339,0.05655053632726495
259,0.22,7.488890881520996,3.197160621904727
259,10.0,2.1996159538839084,0.029125771621371685
260,0.22,7.2243584726098735,4.8401610041918115
260,10.0,2.145346068785127,0.029867318344688053
261,0.22,9.025899404460697,-0.7526841620938924
261,10.0,2.578634275790649,0.0248216386074213
262,0.22,9.050591457671601,4.951918727596528
262,10.0,2.6607146713049388,0.02405190927932536
263,0.22,2.715025044752042,1.7168860506370658
263,10.0,0.8354423839066101,0.07748438923005141
264,0.22,3.4352917205328533,4.062429889972629
264,10.0,1.065074442275976,0.06055923689176613
265,0.22,7.418912294462091,1.2999649943995735
265,10.0,2.155622601885203,0.029724011371733357
266,0.22,2.541688229098012,-2.324761885414674
266,10.0,0.7375952475455442,0.08795911072338822
267,0.22,3.8619359311727024,1.9238149450042146
267,10.0,1.1625474475489692,0.055420614352736236
268,0.22,5.892409047784579,2.888019038103957
268,10.0,1.746580530051647,0.03674084656579484
269,0.22,8.158207641739596,7.622265234803228
269,10.0,2.4414896047050134,0.026223871333843775
270,0.22,9.16801863633706,4.837007148202627
270,10.0,2.6923037187025125,0.023768251179562418
271,0.22,5.321574332103031,-1.3057329383128558
271,10.0,1.5320601692536668,0.04193219418001746
272,0.22,5.6302562988167955,-3.900536353717081
272,10.0,1.581163160873161,0.040618505421378924
273,0.22,3.1740420892145487,3.4309052740612334
273,10.0,0.9841364373674288,0.06561066450883574
274,0.22,8.95600960849634,-4.875869342567057
274,10.0,2.4986827465257067,0.02562027850053595
275,0.22,9.391328710520563,4.914281542177216
275,10.0,2.756060600572165,0.02321562112387564
276,0.22,4.847016372315787,-2.13521538774768
276,10.0,1.3873828452028643,0.04634893148594516
277,0.22,6.020159344095115,4.048346051695475
277,10.0,1.7965120021395171,0.03571175840188945
278,0.22,10.00447919059438,0.7322247934126676
278,10.0,2.873537034445092,0.022261921890460473
279,0.22,7.285709354872701,-3.933844520153973
279,10.0,2.0447893989805848,0.03134612665243304
280,0.22,3.228290465903886,9.828040640364016
280,10.0,1.0588438502675823,0.06092028571536786
281,0.22,6.3505147745333606,8.849795638345451
281,10.0,1.943854133573565,0.03298543952298542
282,0.22,7.75511850492067,0.9819722512087825
282,10.0,2.245811006507022,0.02852293974008639
283,0.22,4.71069987394835,-1.63325706977714
283,10.0,1.3561442804688109,0.04742757120676532
284,0.22,3.5416805972995506,3.1706911332731345
284,10.0,1.085871946317041,0.0593844131837941
285,0.22,9.296837199958958,4.1691950637347475
285,10.0,2.7201089076858667,0.023524032678286226
286,0.22,2.8314923909980645,1.521642689050438
286,10.0,0.8663748519637987,0.07467316046811157
287,0.22,3.304415551368481,9.581044384444825
287,10.0,1.0789160996576965,0.05977222118903627
288,0.22,7.090733561728433,4.5294411400775925
288,10.0,2.1039637079010998,0.030458663197147188
289,0.22,10.128931441229675,6.519635545640245
289,10.0,2.9834529261153255,0.02143793227985889
290,0.22,9.032234060044978,-4.781113856883312
290,10.0,2.5215054334223734,0.02538710342690985
291,0.22,9.84103676930964,5.6071974390509745
291,10.0,2.8911700005677945,0.022125494455028618
292,0.22,9.949437282423919,-1.1499572758525178
292,10.0,2.8319641566280924,0.022590331388752178
293,0.22,4.578051800355229,7.9783524875027645
293,10.0,1.4305573984585382,0.04493645931476922
294,0.22,7.671617664229171,6.829565694928723
294,10.0,2.2949728428403295,0.027908227716739387
295,0.22,6.735630407741372,8.55435948864219
295,10.0,2.0498517327653207,0.03126819151438794
296,0.22,5.762421271791752,9.434682780672796
296,10.0,1.7828567270493416,0.03598742215261433
297,0.22,2.8286683667869106,-4.895743171739308
297,10.0,0.7790601092666317,0.08319319400074239
298,0.22,6.587525979039162,2.524722226273682
298,10.0,1.9377093611982052,0.03309079352902546
299,0.22,6.156608813586608,-3.223281807095963
299,10.0,1.7388699290632825,0.03690507851303131
300,0.22,9.21896627022606,7.111521117337201
300,10.0,2.7344982550289596,0.02339961433893212
